#id	sampleA_R1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12017:2126.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20068:6345.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11964:8253.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19793:10124.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10920:7293.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11603:3406.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8720:4806.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10351:10132.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16735:9973.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10837:10365.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15896:9654.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11815:6640.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19903:10092.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3678:8561.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10118:9099.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16412:8611.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21551:9733.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11796:8091.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14968:8758.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17273:7913.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21806:7454.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20582:8384.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19091:9617.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8897:3144.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16717:4022.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16510:7203.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8734:7277.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14474:4675.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4690:9032.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10056:10092.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19296:7379.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19503:6879.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5361:9739.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15667:8377.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7305:9189.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18546:10257.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3730:9179.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15400:8496.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10855:4491.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17002:8338.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3784:9685.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19796:7797.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16027:4458.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7674:10122.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15217:6887.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15696:10376.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11026:9600.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6782:8224.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11407:6107.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10770:6415.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12872:4385.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12521:9348.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12259:9629.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10828:7597.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19415:3154.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17408:4506.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3442:9871.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14374:7526.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17235:4482.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9964:6868.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9242:6298.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19862:7133.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18848:8773.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19791:4741.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11226:5840.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10372:4158.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9646:10136.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22442:7898.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17356:2151.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20086:5645.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8787:8713.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7935:9404.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9825:7963.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16354:5293.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8036:6395.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10787:7464.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16449:7616.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9491:3048.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8666:7339.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4248:9881.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12536:3935.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8446:7753.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17626:5426.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11729:4195.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7385:8015.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10300:9194.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18412:9959.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11832:3355.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19498:6993.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9700:9053.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14788:8706.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19191:9478.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11743:6594.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12229:2371.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13154:5436.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18780:3670.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:27146:9662.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12527:9399.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24653:8236.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17189:5250.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12000:2130.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24176:10333.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12514:6771.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19504:1934.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5758:9838.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10175:8246.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25340:9993.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16741:6431.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5937:8808.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12788:6821.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14042:3793.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11880:8325.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4795:9374.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4336:8147.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22028:10323.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6645:10129.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8438:8089.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17105:7422.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16848:9461.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11519:6148.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17000:8776.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11795:8188.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21448:8404.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15849:7324.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14659:4624.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5234:9010.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14232:2913.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15244:4030.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19355:10182.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8945:3721.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18121:9963.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14150:9720.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13712:4072.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23445:9250.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19050:6420.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9676:7392.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23539:9337.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10125:3324.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10517:7032.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23567:8325.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8303:5684.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13066:10053.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5205:10420.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18422:8349.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11984:9973.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15238:6462.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12317:9023.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9390:3855.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20854:9902.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9256:7781.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9658:8998.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14615:9442.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12685:3714.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12929:9275.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20611:5511.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12711:6245.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19279:9197.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13510:10307.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20221:4740.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8903:7403.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9430:3511.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10312:5888.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11140:10350.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17645:7954.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11030:10123.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19000:9229.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14921:7745.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14951:8111.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5988:9522.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12391:2512.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17593:7983.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17136:10140.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18612:9128.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24563:5052.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6587:9884.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18183:4819.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6512:7338.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19707:8241.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6946:8254.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16346:9908.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12948:9345.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10232:6216.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11157:6235.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13174:7384.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7182:8447.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12563:4051.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19253:4451.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13043:4324.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12507:9741.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15215:4566.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13676:5076.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25843:9566.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18150:1735.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9590:7438.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16661:5064.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5588:5902.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21331:7281.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5485:7208.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17546:4200.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19000:1814.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3975:8709.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18369:3317.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8795:4587.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16413:9543.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17241:4069.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8661:5915.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11485:8539.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14308:8000.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16368:6028.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:2701:10382.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15049:2233.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24639:6372.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5223:9722.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13054:9029.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14909:6450.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14591:9562.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13545:4954.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4553:7485.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9075:4667.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14534:5533.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25388:9974.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15865:4330.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11801:6168.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8738:7435.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10656:7755.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6672:6888.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11491:4019.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19216:6384.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22852:7994.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15736:3670.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6683:8142.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6545:4899.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19625:4459.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16721:8778.1	2
ERR619083.M00704:57:000000000-A5HJE:1:1101:21298:7023.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20323:3162.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13018:7370.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12836:9447.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14307:5140.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7828:6638.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18344:6968.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9645:9524.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:26414:8552.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18950:4694.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4130:8474.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21047:6436.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15838:1913.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10280:6374.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18671:9260.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20804:8082.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16432:6162.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21006:7570.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15504:3082.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12715:2610.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13721:3055.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8373:5707.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5097:9162.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4897:9795.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10155:9895.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14030:5608.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19687:6450.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15578:7510.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4238:7785.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9485:5094.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10924:6756.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13834:5524.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18001:7926.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20199:4062.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21488:10424.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9818:7919.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20963:7364.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21514:9588.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11814:7785.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10418:3667.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18052:7431.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10336:10368.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6367:7235.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11417:7977.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15329:9298.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10175:6263.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15620:5615.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17599:2445.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17243:5219.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8153:4270.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15084:8326.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17125:4154.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12280:5954.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20292:6868.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22936:9704.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12058:5530.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8158:6537.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25955:9337.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8288:7323.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24239:10379.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12166:6716.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13698:8656.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16808:2898.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8883:10443.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11612:3781.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10817:6431.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21324:4798.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19841:2763.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18855:5713.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9489:10287.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13215:4102.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23101:6715.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12008:4228.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18525:7933.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12030:6429.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18223:5135.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16361:10427.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11395:3135.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21428:6045.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8310:8472.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18162:4448.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16340:8877.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15162:2227.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16338:3978.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13594:10393.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6554:6601.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10849:7102.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20238:9485.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20642:10433.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20093:10433.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23355:5406.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15734:4371.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9288:9755.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17414:9920.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19668:4219.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10367:4935.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18909:7848.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7153:8353.1	1
